address,price,link,bedrooms,bathrooms
"191 Brooke Ave, Toronto, ON M5M 2K7",$2.85M,https://www.zillow.com/homedetails/191-Brooke-Ave-Toronto-ON-M5M-2K7/2064264203_zpid/,--,--
"249 Glenrose Ave, Toronto, ON M4T 1L1",$3.20M,https://www.zillow.com/homedetails/249-Glenrose-Ave-Toronto-ON-M4T-1L1/2065713540_zpid/,--,--
"130 Riverdale Ave, Toronto, ON M4K 1C3",$2.93M,https://www.zillow.com/homedetails/130-Riverdale-Ave-Toronto-ON-M4K-1C3/2065736438_zpid/,4,4
"20 Lombard St #4303, Toronto, ON M5C 0A7",$2.30M,https://www.zillow.com/homedetails/20-Lombard-St-4303-Toronto-ON-M5C-0A7/2066411664_zpid/,2,2
"33 Harbour Sq #2421, Toronto, ON M5J 2G2",$1.36M,https://www.zillow.com/homedetails/33-Harbour-Sq-2421-Toronto-ON-M5J-2G2/2066498008_zpid/,--,--
"100 Harrison Garden Blvd #1702, Toronto, ON M2N 0C2","C$755,000",https://www.zillow.com/homedetails/100-Harrison-Garden-Blvd-1702-Toronto-ON-M2N-0C2/2067773049_zpid/,--,--
"100 Norton Ave, Toronto, ON M2N 4A5",$4.02M,https://www.zillow.com/homedetails/100-Norton-Ave-Toronto-ON-M2N-4A5/2069178450_zpid/,--,--
"30 Old Mill Rd #104, Toronto, ON M8X 0A5",$1.30M,https://www.zillow.com/homedetails/30-Old-Mill-Rd-104-Toronto-ON-M8X-0A5/2080872304_zpid/,2,--
"2181 Yonge St UNIT 2505, Toronto, ON M4S 3H7",$1.27M,https://www.zillow.com/homedetails/2181-Yonge-St-UNIT-2505-Toronto-ON-M4S-3H7/2085210754_zpid/,2,2
"11 Everson Dr #607, Toronto, ON M2N 7B9",$1.46M,https://www.zillow.com/homedetails/11-Everson-Dr-607-Toronto-ON-M2N-7B9/2066442061_zpid/,--,--
"763 Bay St #4506, Toronto, ON M5G 2R3",$1.14M,https://www.zillow.com/homedetails/763-Bay-St-4506-Toronto-ON-M5G-2R3/2066542764_zpid/,2,2
"227 Hillsdale Ave E, Toronto, ON M4S 1T7",$2.80M,https://www.zillow.com/homedetails/227-Hillsdale-Ave-E-Toronto-ON-M4S-1T7/2067324878_zpid/,--,--
"223 Humberside Ave, Toronto, ON M6P 1K9",$1.66M,https://www.zillow.com/homedetails/223-Humberside-Ave-Toronto-ON-M6P-1K9/2065713555_zpid/,--,--
"45 Sousa Mendes St #803, Toronto, ON M6P 0A7",$1.34M,https://www.zillow.com/homedetails/45-Sousa-Mendes-St-803-Toronto-ON-M6P-0A7/2066497580_zpid/,2,2
"217 Hillsdale Ave E, Toronto, ON M4S 1T7",$2.85M,https://www.zillow.com/homedetails/217-Hillsdale-Ave-E-Toronto-ON-M4S-1T7/2067887361_zpid/,4,4
"450 Merton St, Toronto, ON M4S 1B3",$2.50M,https://www.zillow.com/homedetails/450-Merton-St-Toronto-ON-M4S-1B3/2067437564_zpid/,--,--
"33 Mill St #2406, Toronto, ON M5A 3R3","C$955,000",https://www.zillow.com/homedetails/33-Mill-St-2406-Toronto-ON-M5A-3R3/2071813368_zpid/,--,--
"64 Granby St, Toronto, ON M5B 2J5",$1.82M,https://www.zillow.com/homedetails/64-Granby-St-Toronto-ON-M5B-2J5/2071900633_zpid/,--,--
"35 Green Belt Dr, Toronto, ON M3C 1L8",$1.48M,https://www.zillow.com/homedetails/35-Green-Belt-Dr-Toronto-ON-M3C-1L8/2067533216_zpid/,--,--
"110B Palmerston Ave, Toronto, ON M6J 2H7",$1.78M,https://www.zillow.com/homedetails/110B-Palmerston-Ave-Toronto-ON-M6J-2H7/2071834900_zpid/,--,--
"291 Belsize Dr, Toronto, ON M4S 1M7",$1.44M,https://www.zillow.com/homedetails/291-Belsize-Dr-Toronto-ON-M4S-1M7/2067415513_zpid/,--,--
